track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,2024-05-16,210950,84,0.487,0.00877,0.658,0.00777,0.1,-9.973,0.0296,142.18,4
7E3BoCMKxdeW7ZqxnL0zs1,WHYBMWL,Quit!!,HARDY,2024-07-12,193397,60,0.561,0.00624,0.908,0.000274,0.0893,-3.347,0.0468,115.03,4
5NU6kBZORKaoqS09mOqgXs,23,Bad For Me,Chayce Beckham,2024-04-05,228144,74,0.628,0.278,0.584,0.0,0.142,-7.361,0.0327,87.972,4
6h3eHLBhpWL5KQLRKxXz76,Off The Rails,Off The Rails,Brantley Gilbert,2024-03-08,184426,55,0.393,0.0138,0.955,0.0,0.0898,-3.55,0.0809,157.98,4
2p5LjvjZlMSxxwNUtDyG5x,All My Life,All My Life,Falling In Reverse,2024-06-06,190230,75,0.591,0.000825,0.92,0.0,0.121,-4.135,0.0766,92.009,4
6VpH2prT3NGiK5pnpG2L3J,Bulletproof,Bulletproof,Nate Smith,2024-02-09,183919,72,0.444,0.0361,0.727,0.0,0.114,-5.177,0.0394,79.912,4
7yyRhjoCsdt5dDpFz2CImD,Wolves Cry,Poets & Old Souls,Bryan Martin,2023-03-31,163871,70,0.637,0.0625,0.742,7.74e-06,0.097,-5.723,0.0425,76.969,4
0S2e09dlc561hiVKan4sgY,Jesus and Joan Jett,Jesus and Joan Jett,Kasey Tyndall,2022-02-11,181506,43,0.479,0.0312,0.97,0.0,0.0719,-2.651,0.0725,152.051,4
4XPefX4QY9EWhrwLL528Fc,Home Team,Home Team,Lakeview,2023-04-14,196281,57,0.572,0.0139,0.923,0.0,0.197,-4.169,0.0629,112.501,4
7MSWxMumjz6lHj7oRApNbg,White Horse,White Horse,Chris Stapleton,2023-07-21,267893,72,0.353,0.0016,0.77,0.598,0.109,-11.066,0.0493,145.225,4
5ImqyYZ3zgraskdflX6Cdc,Blacked Out,Blacked Out,Katie Noel,2022-02-18,208240,46,0.583,0.00117,0.582,0.0,0.236,-8.601,0.0308,118.04,4
4SflMtWx9gjZ4lT7qcU871,Middle Finger Motto,Middle Finger Motto,Eddie And The Getaway,2024-02-16,171937,45,0.411,0.000801,0.86,0.0,0.313,-4.143,0.138,159.929,4
1fAeFPXsX08Ovnn9iV1x27,Halfway To Hell,Whitsitt Chapel,Jelly Roll,2023-06-02,178440,70,0.503,0.00227,0.864,0.0,0.948,-5.376,0.0637,107.18,4
3vA24UtKMDGaK5KkzsulYD,In Between,Have A Nice Day,Treaty Oak Revival,2023-11-24,220393,72,0.503,0.0128,0.949,0.0,0.113,-3.558,0.109,147.086,4
4zgrxZPjYlIpvvZYY3xnO5,In My Head Again,In My Head Again,Owen Riegling,2024-02-23,252467,43,0.62,0.00606,0.831,2.19e-06,0.134,-4.18,0.0359,116.97,4
04YKO5t4AZrsqKfGhhUb2j,Ride the Lightning - 717 Tapes,717 Tapes the Album,Warren Zeiders,2022-09-30,186458,70,0.576,0.75,0.474,8.74e-05,0.0944,-6.342,0.0331,77.834,4
1cF5gDFBHOprIKwzFORNjH,Ain't Doin' Jack,Ain't Doin' Jack,Josh Ross,2023-07-14,160680,69,0.586,0.0171,0.884,0.0,0.108,-4.105,0.0448,129.938,4
6kBbetvAHiBSNIpndZBs6W,GIVE HEAVEN SOME HELL,A ROCK,HARDY,2020-09-04,217801,68,0.639,0.0529,0.839,0.0,0.0854,-4.99,0.0364,126.057,4
5EdBMq8ChkcIhegMPzVWCT,Poor Everybody Else,Denim & Rhinestones,Carrie Underwood,2022-06-10,225613,43,0.376,0.000611,0.977,0.0,0.393,-2.867,0.454,168.022,4
09hVlIVHtEE1nLUv6YGZiW,Burn It Down,Never Enough,Parker McCollum,2023-05-12,233869,68,0.461,0.139,0.718,1.66e-05,0.0968,-5.627,0.0666,162.187,4
3olGkpomYOWwRZsbFTZqiX,Devil Always Made Me Think Twice,Starting Over,Chris Stapleton,2020-11-13,231720,67,0.729,0.358,0.685,0.0102,0.111,-7.547,0.03,122.284,4
5ZgaZuLS4H4GozIvSDCSx9,Wanna Be Saved,Wanna Be Saved,Austin Williams,2023-09-29,188205,57,0.604,0.052,0.664,0.0,0.183,-6.934,0.0355,142.006,4
32GtaR8mm14DOmhWzG8Jik,Met the Devil in Oklahoma,Oklahoma,Josh Meloy,2020-05-01,236823,65,0.647,0.22,0.458,2.13e-05,0.131,-4.153,0.0263,131.96,4
7cokvE1fABqkJL8FgUiBcS,Martha Divine,Never Will,Ashley McBryde,2020-04-03,217706,49,0.587,0.0069,0.939,0.00365,0.0732,-4.868,0.0745,136.96,4
31xbWaLjwvMVMXHTyz8opW,Next to You,Next to You,Ole 60,2024-04-26,241668,59,0.423,0.0506,0.53,0.000267,0.0647,-8.623,0.0296,115.953,4
6GBXOabwqSAI5A75F3FruX,red (feat. Morgan Wallen),the mockingbird & THE CROW,HARDY,2023-01-20,205767,68,0.58,0.0302,0.88,0.0,0.0795,-4.581,0.0404,140.028,4
22AYv6oubrOclu24nNux0M,Drowning,Drowning,The Red Clay Strays,2024-07-02,288121,65,0.516,0.322,0.646,0.0569,0.0964,-5.569,0.0313,139.927,4
4N3mpuGDYO39LYh4XepwbO,Sin So Sweet,Sin So Sweet,Warren Zeiders,2023-11-17,201053,64,0.5,0.00371,0.882,0.00218,0.133,-3.596,0.047,89.997,4
2C2ExKriHRkD9qNilogjXn,Outlaws & Outsiders,Who I Am,Cory Marks,2020-08-07,197234,64,0.496,0.0572,0.879,0.0,0.133,-3.813,0.0447,176.14,4
6tInq1Sn2eehdsQGA9Aafh,Midnight Train To Memphis,From A Room: Volume 2,Chris Stapleton,2017-12-01,222653,61,0.28,0.0014,0.93,0.011,0.371,-7.573,0.104,177.258,3
7yyRhjoCsdt5dDpFz2CImD,Wolves Cry,Poets & Old Souls,Bryan Martin,2023-03-31,163871,70,0.637,0.0625,0.742,7.74e-06,0.097,-5.723,0.0425,76.969,4
7HoqLd4ZXftkWF1TkQgSt2,I ain't Country,Heart On Ice,Jon Langston,2023-09-08,160013,40,0.615,0.018,0.961,0.0,0.185,-4.128,0.0957,130.019,4
77uUGdoehrjJPP9IZlVq5F,What I Know Now,What I Know Now,Lakeview,2024-08-09,173573,0,0.496,0.000813,0.842,0.0,0.0521,-5.571,0.0592,140.147,3
22AYv6oubrOclu24nNux0M,Drowning,Drowning,The Red Clay Strays,2024-07-02,288121,64,0.516,0.322,0.646,0.0569,0.0964,-5.569,0.0313,139.927,4
4h9GMqQ7bG7XbsC5kdXzNw,"Rock and Roll, Hoochie Koo - Spotify Singles",Spotify Singles,Lainey Wilson,2022-11-25,233973,46,0.688,0.0265,0.927,0.00784,0.03,-5.46,0.0524,99.989,4
0onJhWTvfPCb5F7gUT3VPA,SOLD OUT,the mockingbird & THE CROW,HARDY,2023-01-20,202912,63,0.504,0.00527,0.892,2e-05,0.341,-4.784,0.0492,144.99,4
586I425aeO3QMzvSZcUOEd,Sleeve,NATE SMITH (DELUXE),Nate Smith,2023-04-28,261359,55,0.697,0.0186,0.787,0.0,0.167,-5.51,0.0338,125.975,4
1ONzSL8Plw5xoFmmDPl0zA,Up To No Good,Up To No Good,Warren Zeiders,2022-07-22,133629,50,0.516,0.0897,0.873,0.000352,0.127,-4.605,0.0451,156.133,4
2od6VwQ93pD6vfYss3oync,Genius,Bird's Eye,Ravyn Lenae,2024-08-09,155563,0,0.827,0.0547,0.506,0.00841,0.1,-5.534,0.0333,118.984,4
10fjbhUqc1fWBt5H42BZCQ,Young Rich & In Love - KAYTRANADA Remix,ORQUÍDEAS PARTE 2,Kali Uchis,2024-08-09,232804,0,0.794,0.0546,0.638,1.47e-05,0.0872,-5.413,0.065,109.031,4
7tWfPoTJQu7QzbQmy3omtL,Favorite (feat. Anderson .Paak),Trouble In Paradise,Chlöe,2024-08-09,152768,25,0.686,0.181,0.953,0.0,0.381,-2.903,0.0497,108.004,4
1bpHOhTahBPeL08SVrxvjc,Run It Up (feat. BossMan Dlow),Run It Up (feat. BossMan Dlow),Ciara,2024-08-09,191925,0,0.693,0.054,0.847,0.0,0.0964,-3.795,0.0499,77.012,4
2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),Favourite Girl (with Rema),Darkoo,2024-08-08,184800,0,0.455,0.372,0.812,0.0,0.199,-3.455,0.211,100.049,4
1mh9eHVRdNhzryG43PXdW1,MUTT,MUTT,Leon Thomas,2024-08-09,193333,0,0.635,0.174,0.462,2.26e-05,0.0697,-8.092,0.12,179.949,4
4WVarJWtCuMLNPsOgLMBOC,YOU DON’T KNOW (feat. Alex Isley),i do this sh*t in my sleep,Ambré,2024-08-09,123820,0,0.398,0.73,0.526,4.65e-05,0.563,-7.407,0.0597,101.775,3
4Vc9FIyNyy45Svu6TNpoL3,Brand New,The R&B You Love: For the '99 and the 2000s,Kenyon Dixon,2024-08-09,291088,0,0.473,0.232,0.687,0.0,0.107,-5.562,0.0546,123.2,4
70W3zEXIxCdMv8l8XfbhoG,CARPINTERIA (feat. Freddie Gibbs),CRYBABY,Rae Khalil,2024-08-09,217283,0,0.788,0.0676,0.608,1.1e-06,0.0719,-6.415,0.131,97.946,4
5CNZ8lcCKd4bwsZydWwiM1,Almost There,Almost There,Coco Jones,2024-08-09,238070,0,0.57,0.0715,0.512,8.42e-05,0.1,-6.725,0.0518,82.568,4
2OiJ2pEQlLPnOywokPkG4N,Peaceful Place,Peaceful Place,Leon Bridges,2024-08-08,255320,0,0.658,0.0704,0.836,0.00574,0.121,-7.634,0.0325,113.012,4
2lv0ffO8SjhMwOYSRnf9W9,Teach Me,Teach Me,Jamila Woods,2024-08-09,174612,0,0.745,0.148,0.552,0.00373,0.103,-5.143,0.0476,78.515,4
1n39WFTUtJSoluEsuVuEJk,Petty,Petty,Gemaine,2024-08-09,206224,0,0.444,0.102,0.829,0.0,0.185,-5.808,0.189,79.855,4
0GPRBlBktvmM5IUmc9Gtm9,Proud To Be Your Girl,Proud To Be Your Girl,Lehla Samia,2024-08-09,215003,0,0.761,0.0346,0.731,0.0,0.131,-3.531,0.102,100.009,4
53d8iE56IgqGfi096aA230,Why 2.0,Why 2.0,Robin Thicke,2024-08-09,104022,0,0.721,0.412,0.442,0.0,0.134,-9.233,0.0882,124.89,4
0jrlIwilGCpnDAEk7Hnphb,Cards on the Table,Cards on the Table,Dee Gatti,2024-08-09,144000,0,0.771,0.741,0.404,1.15e-05,0.0853,-10.827,0.124,115.924,4
5YkRE7LdEegeX3eGEGW1lM,send help,send help,Ragz Originale,2024-08-08,151005,3,0.621,0.304,0.563,0.00236,0.223,-9.395,0.0854,90.442,4
7z6u857Vb8laPzBXwQAZCk,February 7th.,February 7th.,Marc E. Bassy,2024-08-09,216441,0,0.669,0.0711,0.68,0.0,0.11,-6.258,0.212,136.105,4
5WPV4JsrLkNA1HSwx4JNgB,Get down,Get down / Loving you,Giift,2024-08-09,145246,0,0.701,0.43,0.54,0.000201,0.12,-11.084,0.476,88.436,4
4j2wf2zy3TfUuRaaIg0ouk,time & time again,time & time again,Dua Saleh,2024-08-07,166650,19,0.581,0.618,0.596,3.51e-06,0.19,-7.743,0.0574,104.733,4
5FjgNCKyg3yYHHTMNQiMgl,Keen,Keen,Kimbra,2024-07-31,237066,41,0.551,0.752,0.708,0.000142,0.112,-7.15,0.357,170.672,3
4xFSchyxIzNeNc2d3dWE4i,Hold Me Down,Hold Me Down,Skylar Blatt,2024-08-09,151320,0,0.841,0.0416,0.524,0.0,0.072,-6.525,0.109,140.007,4
3HXJprUl96Zl86ejtvVbLu,Body Favors,Body Favors,Jae Stephens,2024-08-09,176300,0,0.944,0.108,0.48,0.00244,0.122,-5.635,0.0502,120.034,4
2vOoQwc4mTSSKkGilZNlMP,I've Seen Heaven,I've Seen Heaven,Felix Ames,2024-08-09,197196,0,0.627,0.204,0.486,4.02e-05,0.227,-9.058,0.0409,83.84,4
3SazEDQbXgBLypgnemQ4Ud,JAMEELA,JAMEELA,Noah Guy,2024-08-09,151428,0,0.477,0.215,0.536,0.0,0.818,-11.529,0.0727,84.431,4
5saMdClnsVoDlEwST3qhOA,Moviestar,Moviestar,Santino Le Saint,2024-08-08,249301,8,0.625,0.514,0.521,0.0,0.0976,-6.439,0.223,99.699,4
0OPT1G4OAuRPcscQ3IStku,Love Lost - Remix,The Vibetape (Remixes),Smile High,2024-08-09,212419,0,0.689,0.511,0.585,0.366,0.43,-5.43,0.118,95.498,4
15nLf4ZUYQQpP0oYSzwiWA,Leaking Love,Leaking Love,Kid Travis,2024-08-09,204307,0,0.793,0.158,0.638,0.0391,0.216,-5.406,0.0422,97.514,4
31uxCMxqeSRV7VOW4jFqMK,Hey Girl,Sophcore,Moses Sumney,2024-08-02,215360,49,0.601,0.429,0.328,0.00142,0.32,-8.839,0.0647,150.121,4
2MbFbttGPxnekJPahna6r7,Tainted,Sincere,Khalid,2024-08-02,183280,60,0.55,0.0667,0.501,0.0,0.115,-8.161,0.0342,110.024,4
3rwIujhqyCP3v4mXI7eWN3,guidance,guidance,Jhené Aiko,2024-07-30,215198,62,0.489,0.717,0.479,3.39e-05,0.108,-8.235,0.06,98.942,4
2Qe9pxPgnUBZMRDvonR0hK,still around,still around,Fousheé,2024-07-30,217871,53,0.651,0.27,0.814,0.00636,0.0834,-7.407,0.0538,151.929,4
0vtTKF9vZSaPY81sNHwpz4,Cranes in the Sky - Spotify Singles,Cranes in the Sky (Spotify Singles),Khamari,2024-08-02,268875,47,0.633,0.665,0.391,0.000907,0.107,-3.805,0.0295,97.02,4
3tNa8xKl7HWeXHFYNnttvD,Check,Check,FLO,2024-08-02,165106,62,0.573,0.155,0.792,0.0,0.308,-5.441,0.0427,141.007,4
6qb9tjy50uyJwHyB6yb7QW,Suns Out,Suns Out,JayO,2024-08-01,151788,50,0.685,0.137,0.699,0.0,0.13,-6.283,0.0766,122.118,4
2XekPGzt01OOtaRY9oAV1b,Live For You,Live For You,Thee Sacred Souls,2024-07-31,210320,56,0.669,0.166,0.795,0.000197,0.22,-8.487,0.0334,98.855,4
7G8ikmLayId5II6mKYnz9D,Luv 4 U,Luv 4 U,Xavier Omär,2024-08-02,186493,43,0.515,0.146,0.55,1.9e-06,0.111,-5.635,0.248,179.861,4
19opeo8ALZ3XNBnwI346xv,Waiting On You,Waiting On You,Elaine,2024-08-02,163555,44,0.634,0.599,0.463,0.00132,0.116,-9.136,0.095,134.823,4
1V9Ez2GB6GKxJ8DcqsrWSA,Runaway,Runaway,Gaidaa,2024-08-02,202633,39,0.681,0.0699,0.527,0.00188,0.15,-8.539,0.0718,85.968,4
4nYMxYwlymkLGpP1nBtkJV,Simply Beautiful,Simply Beautiful,Maxwell,2024-08-02,258000,44,0.595,0.75,0.45,0.0167,0.14,-9.878,0.04,132.951,4
69fuXJMALq5dfj6f9NFiJi,Trouble,No More Water: The Gospel Of James Baldwin,Meshell Ndegeocello,2024-08-02,438306,39,0.484,0.653,0.484,2.29e-05,0.354,-10.811,0.118,151.638,4
7eUxbqEPlbf9rccIDDOy5D,Little Things (feat. Yaya Bey),The Mind,Tank and The Bangas,2024-08-02,226574,45,0.654,0.635,0.561,0.000421,0.106,-10.019,0.235,85.004,4
31PSClO2izsJtbYU0kfFhf,Pineapples Acoustic,Pineapples Acoustic,Devon Culture,2024-07-30,159320,28,0.603,0.883,0.294,3.64e-06,0.0692,-8.056,0.0635,85.072,4
29fdAxeFYB5HL59p8xpGuc,Without You,Without You,Brandon,2024-07-31,255705,36,0.644,0.941,0.242,0.00102,0.118,-11.373,0.0407,137.827,4
6fFOO5Rdc1U3JCtxCR2O95,Under God,For Someone Somewhere Who Isn't Us,Samm Henshaw,2024-08-02,177662,44,0.609,0.446,0.731,2.82e-06,0.104,-6.414,0.363,154.219,4
1QL6qkUGvad7NqkNStDH7P,Sacrifice,elijah.,Elijah Blake,2024-08-02,125506,34,0.843,0.351,0.675,0.0424,0.0648,-5.783,0.0547,148.004,4
2OhPmJmI7GGQhtQ6u96oz2,distance,distance,teo glacier,2024-08-02,142000,39,0.53,0.838,0.194,0.0,0.132,-13.845,0.0394,95.794,4
0MGwGJTDAf6FDS98lIxcy6,Pressure,Like A Flower,Amaeya,2024-07-31,186174,37,0.807,0.358,0.602,0.0125,0.106,-4.147,0.199,97.997,4
6R2RxjCeF8UmjgzZJxi92U,Feeling Of Love,Feeling Of Love,Debbie,2024-08-01,187441,32,0.412,0.941,0.104,0.0,0.0986,-13.251,0.0429,140.374,3
0v5Q7180Oeo9McBKHgBatB,Venetian Windows,Venetian Windows,WESLEYFRANKLIN,2024-08-02,147906,31,0.737,0.278,0.757,1.85e-06,0.0545,-5.835,0.45,85.749,4
1bpHOhTahBPeL08SVrxvjc,Run It Up (feat. BossMan Dlow),Run It Up (feat. BossMan Dlow),Ciara,2024-08-09,191925,0,0.693,0.054,0.847,0.0,0.0964,-3.795,0.0499,77.012,4
5Nt2FMqnKI2mlp7lztURNo,KEHLANI (REMIX) [feat. Kehlani],KEHLANI (REMIX) [feat. Kehlani],Jordan Adetunji,2024-06-20,179974,64,0.408,0.0759,0.699,0.0,0.298,-3.607,0.0559,159.687,4
3tNa8xKl7HWeXHFYNnttvD,Check,Check,FLO,2024-08-02,165106,62,0.573,0.155,0.792,0.0,0.308,-5.441,0.0427,141.007,4
5OHxVP5lTk1ZdKEXORPyIA,Nasty XXX Remix (feat. Tyga),Nasty XXX Remix (feat. Tyga),Tinashe,2024-07-19,156000,50,0.915,0.183,0.446,6.44e-05,0.12,-7.516,0.0752,100.035,4
7vAXxDFUHDPxWzSujxb8jB,Goodbye (Warm Up)(feat. Asake),The Year I Turned 21,Ayra Starr,2024-05-30,163114,65,0.654,0.00626,0.79,1.52e-05,0.0714,-5.507,0.279,135.915,5
2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),Favourite Girl (with Rema),Darkoo,2024-08-08,184800,0,0.455,0.372,0.812,0.0,0.199,-3.455,0.211,100.049,4
0TpZlEJiAgYGCLIQSCNiSL,this!,"roses are red, tears are blue — A Fountain Baby Extended Play",Amaarae,2024-06-28,184805,47,0.714,0.241,0.701,0.0822,0.247,-6.448,0.0575,103.989,4
10fjbhUqc1fWBt5H42BZCQ,Young Rich & In Love - KAYTRANADA Remix,ORQUÍDEAS PARTE 2,Kali Uchis,2024-08-09,232804,0,0.794,0.0546,0.638,1.47e-05,0.0872,-5.413,0.065,109.031,4
02YMpD1xbZZzpZbuZNvmD7,Sideways,DIAMANTE,Gordo,2024-07-26,253770,73,0.655,0.527,0.57,0.43,0.105,-11.475,0.0487,121.843,4
5e8euQ8kelEedWMuulWG5O,I Need Your Love,I'll Always Come Find You,Blxst,2024-07-19,189357,58,0.694,0.568,0.562,0.0488,0.395,-10.657,0.148,110.056,4
3OgdnA3LYpJ6vxrfk6X3p4,Alright,JAGUAR II,Victoria Monét,2023-08-25,173913,67,0.788,0.279,0.528,0.00257,0.103,-6.688,0.0729,107.941,4
5zjS49hh8KF7mnbvgUtiJa,Heatstroke,Sincere,Khalid,2024-08-02,234600,68,0.692,0.00877,0.794,0.121,0.242,-6.669,0.0278,131.996,4
2od6VwQ93pD6vfYss3oync,Genius,Bird's Eye,Ravyn Lenae,2024-08-09,155563,0,0.827,0.0547,0.506,0.00841,0.1,-5.534,0.0333,118.984,4
5CB3aajC1otFwEzw4waZNc,In The Night (feat. Jorja Smith & Amaarae),In The Night (feat. Jorja Smith & Amaarae),Childish Gambino,2024-07-16,229999,68,0.691,0.048,0.588,0.154,0.157,-9.64,0.0928,96.118,4
6617OvEesvCz7kGfXLYW4h,Big Boy (feat. Starrah),DOPAMINE,Normani,2024-06-14,173087,58,0.75,0.0417,0.782,0.000103,0.074,-5.847,0.144,167.933,4
6NCtzHANN8GwvxdrSzJBB9,Wait On It (feat. Bryson Tiller & Chris Brown),Wait On It (feat. Bryson Tiller & Chris Brown),Jeremih,2024-06-28,205400,75,0.621,0.0227,0.63,2.99e-06,0.111,-5.764,0.215,82.796,4
6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,DEVIL IS A LIE,Tommy Richman,2024-06-14,130944,88,0.904,0.174,0.452,0.0,0.115,-7.272,0.132,90.026,4
4Da05whk51peIb8nrcdS5j,HONEY,Drugs n' Lullabies,Isaiah Falls,2024-07-12,144905,44,0.696,0.493,0.538,0.000268,0.143,-6.948,0.0315,106.01,4
1I08zQMc1sHy2xwd8itedV,Soh-Soh,Sunday At Zuri's,Odeal,2024-07-05,184552,68,0.776,0.0578,0.549,0.0149,0.0868,-14.509,0.0574,95.021,4
6qb9tjy50uyJwHyB6yb7QW,Suns Out,Suns Out,JayO,2024-08-01,151788,50,0.685,0.137,0.699,0.0,0.13,-6.283,0.0766,122.118,4
1ryTZYgEkgaDcxPG3pucHw,Good 2 You (feat. Ciara),Sugar Honey Iced Tea,Latto,2024-08-09,189600,0,0.71,0.0128,0.777,0.0,0.682,-5.266,0.1,148.913,4
29sbEEB0w4aAY3FofzzEjy,GLOCK,HARDSTONE PSYCHO,Don Toliver,2024-06-14,228560,69,0.61,0.0997,0.619,0.0,0.444,-6.928,0.0613,76.006,4
6rrYNfGHPUhFoGF2aCuO4L,After Hours - Cater 2 U Mix,After Hours (Cater 2 U Mix),Kehlani,2024-05-24,231918,59,0.424,0.331,0.761,0.0,0.271,-4.245,0.0935,125.406,4
1NuOeIi5ChqiUZpbbLK8tr,act iv: fckin u again (18+),act iv: fckin u again (18+),4batz,2024-07-19,195528,62,0.737,0.0459,0.627,0.0,0.362,-5.966,0.0477,134.804,4
3qSk5TP4A8gQIsb8iNVwnx,One Call,One Call,SPINALL,2024-07-19,158712,71,0.756,0.0297,0.732,0.0222,0.25,-5.924,0.0472,109.016,4
24XvVvkb3QY6aSKMrb83tN,Never Let You Go (feat. YG Marley),Trouble In Paradise,Chlöe,2024-08-09,195261,17,0.687,0.198,0.691,0.0317,0.104,-5.951,0.0454,105.034,4
4LycrPCWsqESQ08I3ghkrT,"Slow Down (feat. Future, Fridayy & Mariah the Scientist)","Slow Down (feat. Future, Fridayy, & Mariah the Scientist)",KITSCHKRIEG,2024-08-02,237623,60,0.763,0.505,0.392,3.06e-06,0.0842,-12.155,0.448,101.004,4
30cTrVY28P6ufiRk84k3Ut,High,High,Jorja Smith,2024-07-25,196975,67,0.735,0.0311,0.854,0.162,0.123,-5.002,0.0839,123.987,4
2MktD7t0SE7FOeVWSdoEGX,Life Size,Life Size,Mahalia,2024-07-26,151306,50,0.781,0.0986,0.902,0.02,0.243,-5.771,0.104,131.038,4
1QWSfV2BlRyUkTiNxPT3Qv,He Don't Know,It's Complicated,Trevor Jackson,2024-07-16,161538,29,0.781,0.482,0.58,1.21e-05,0.0972,-9.323,0.114,103.974,4
3ol70ZGonP9HTEQSKhZYcY,Most Wanted,Most Wanted,Aqyila,2024-07-26,163653,53,0.537,0.543,0.73,0.0,0.164,-8.473,0.164,95.561,4
0MGwGJTDAf6FDS98lIxcy6,Pressure,Like A Flower,Amaeya,2024-07-31,186174,37,0.807,0.358,0.602,0.0125,0.106,-4.147,0.199,97.997,4
6bAhP5wDZy04YjQ1NTcyO5,Baddest In The Room,Baddest In The Room,Fridayy,2024-06-21,158338,64,0.432,0.519,0.546,6.96e-06,0.138,-6.29,0.151,193.539,4
3pEOBaJeDXyN5PpGXxeDx9,Playa (feat. Skilla Baby),Winter's Diary 5,Tink,2024-07-12,134826,47,0.856,0.0458,0.606,1.58e-06,0.0949,-6.894,0.148,104.998,4
3VU5hcDFXuX8aDwfn7GDeY,Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,2024-06-28,187794,64,0.807,0.0737,0.589,0.0,0.218,-6.215,0.0946,132.844,4
1XbYrixaAFERnv6QPsSWJ3,Faith + Sight,Faith + Sight,Zacari,2024-06-28,159113,34,0.691,0.128,0.688,0.0,0.4,-6.432,0.266,157.993,4
1ysC9JNIqFLV4V6xGOc0R0,Bonnie & Clyde (feat. Fivio Foreign),Bonnie & Clyde (feat. Fivio Foreign),Honey Bxby,2024-07-18,198422,41,0.606,0.59,0.668,0.0,0.311,-3.809,0.0417,148.164,4
0oVazidxG4n1IZXv1Mizux,Look What You Did (feat. Mariah the Scientist),Sugar Honey Iced Tea,Latto,2024-08-09,178160,0,0.598,0.239,0.569,0.0,0.225,-6.399,0.0591,130.017,4
26Inj2lua1Eq3fTIUOIN8H,Better Off Friends,I'll Always Come Find You,Blxst,2024-07-19,168520,50,0.6,0.597,0.572,0.0,0.0844,-5.749,0.412,91.963,4
1tUYtX5SrRj9MJQgZ9u2W3,Boys Like U,Boys Like U,Äyanna,2024-07-19,155000,49,0.753,0.00299,0.707,0.000152,0.161,-8.357,0.0574,119.924,5
52anJ914oylWdT3CytSMYF,"the boy is mine (with Brandy, Monica)",the boy is mine (Remix),Ariana Grande,2024-06-21,213384,71,0.709,0.296,0.67,0.0,0.0749,-5.584,0.0423,97.942,4
6sefxeZxiA07DbMSQB498S,Dream Girl,Dream Girl,Ravyn Lenae,2024-06-26,219051,55,0.72,0.121,0.588,0.0111,0.117,-8.768,0.0359,111.987,4
2SctW8kEr0eNsnantkaxj1,Rental,Rental,Fana Hues,2024-05-22,189266,42,0.696,0.0144,0.831,0.302,0.102,-6.404,0.0766,112.044,4
0lnwlqbqROrhg4IiQ34iH6,Era,Era,Tayla Parx,2024-06-14,133011,39,0.841,0.047,0.878,0.0,0.0782,-3.749,0.189,131.953,4
4xFSchyxIzNeNc2d3dWE4i,Hold Me Down,Hold Me Down,Skylar Blatt,2024-08-09,151320,0,0.841,0.0416,0.524,0.0,0.072,-6.525,0.109,140.007,4
0YQ3pxSWszXRbPHZHSvlqU,Endless Night,Endless Night,Maeta,2024-06-21,207900,52,0.819,0.0123,0.688,0.000505,0.0343,-5.971,0.0517,107.993,4
4zUkoSQCwdHmidKyzXZXUV,Exes,Exes,Major Myjah,2024-06-07,162764,34,0.63,0.137,0.534,0.0,0.114,-5.163,0.211,91.581,4
1kLYRXosVxfzYdvQrApT5F,RaRa,RaRa,Chikoruss,2024-07-12,136421,44,0.444,0.128,0.734,0.0,0.0641,-4.066,0.23,93.239,4
2ntw401pdhJCTDKRBAT2ZP,Rock Steady,GOLD II,Tay Iwar,2024-07-12,191658,44,0.501,0.099,0.634,0.00121,0.294,-6.538,0.0532,96.078,4
1QVh3p2qTqojy3MOTTLrLS,HOT OUTSIDE (feat. Anycia),HOT OUTSIDE (feat. Anycia),Emotional Oranges,2024-06-26,156413,52,0.836,0.0757,0.586,0.00222,0.152,-3.905,0.111,94.01,4
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Indigo,Chris Brown,2019-06-28,260640,76,0.696,0.123,0.454,0.0,0.155,-6.756,0.153,92.928,4
3QS9ZCtoSCJhmaJ7QNXSAS,act ii: date @ 8 (feat. Drake) - remix,act ii: date @ 8 (feat. Drake) [remix],4batz,2024-03-08,231338,75,0.55,0.318,0.545,0.0,0.0608,-9.304,0.163,102.469,4
5fEB6ZmVkg63GZg9qO86jh,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,2013-07-01,99213,80,0.595,0.0199,0.678,0.00389,0.418,-5.18,0.0335,117.067,4
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),Popular (Music from the HBO Original Series),The Weeknd,2023-06-02,215466,84,0.854,0.0517,0.674,8.53e-05,0.509,-6.23,0.184,99.022,4
